Date,Close,Open,Low,High,Volume
2023-08-06,29041.85546875,29043.701171875,28963.833984375,29160.822265625,7269806994
2023-08-07,29180.578125,29038.513671875,28724.140625,29244.28125,13618163710
2023-08-08,29765.4921875,29180.01953125,29113.814453125,30176.796875,17570561357
2023-08-09,29561.494140625,29766.6953125,29376.80078125,30093.435546875,18379521213
2023-08-10,29429.591796875,29563.97265625,29354.447265625,29688.564453125,11865344789
2023-08-11,29397.71484375,29424.90234375,29253.517578125,29517.7734375,10195168197
2023-08-12,29415.96484375,29399.787109375,29357.587890625,29465.11328125,6194358008
2023-08-13,29282.9140625,29416.59375,29265.806640625,29441.43359375,7329897180
2023-08-14,29408.443359375,29283.263671875,29124.10546875,29660.25390625,14013695304
2023-08-15,29170.34765625,29408.048828125,29088.853515625,29439.12109375,12640195779
2023-08-16,28701.779296875,29169.07421875,28701.779296875,29221.9765625,14949271904
2023-08-17,26664.55078125,28699.802734375,25409.111328125,28745.947265625,31120851211
2023-08-18,26049.556640625,26636.078125,25668.921875,26808.1953125,24026236529
2023-08-19,26096.205078125,26047.83203125,25802.408203125,26249.44921875,10631443812
2023-08-20,26189.583984375,26096.861328125,26004.314453125,26260.681640625,9036580420
2023-08-21,26124.140625,26188.69140625,25846.087890625,26220.201171875,13371557893
2023-08-22,26056.466796875,26134.029296875,26005.837890625,26134.029296875,12649846784
